"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko04714"	"Thermogenesis"	"43/858"	"116/3833"	0.000193480561806283	0.00573629468800096	0.0053520452830631	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP10g8411/CP13g8998/CP14g9590/CP6g5773/CP5g4722/CP11g7938/CP4g4150/CP1g1296/CP2g1806/CP14g9429/CP5g4572/CP10g8506/CP6g5851/CP8g6286/CP2g1801/CP13g9299/CP1g442/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP10g8291/CP2g2291/CP1g271/CP1g1530/CP8g6196/CP7g6694/CP13g9014/CP3g2881/CP14g9653/CP1g1277/CP3g3414/CP8g6154/CP8g6363/CP5g4745/CP2g2386"	43
"ko05010"	NA	"49/858"	"137/3833"	0.000195555500727306	0.00573629468800096	0.0053520452830631	"CP1g1318/CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP3g3067/CP6g6064/CP10g8501/CP7g6993/CP7g7212/CP1g207/CP7g6795/CP14g9590/CP2g2387/CP5g4722/CP1g1296/CP14g9429/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP2g2282/CP5g4996/CP4g3864/CP2g2291/CP1g271/CP10g8435/CP10g8367/CP1g1530/CP8g6196/CP6g5613/CP7g6694/CP13g9014/CP2g1837/CP14g9653/CP4g4129/CP8g6363/CP5g5147/CP14g9339/CP2g2386/CP4g4065/CP6g5912"	49
"ko00030"	"Pentose phosphate pathway"	"19/858"	"40/3833"	0.000375131571542824	0.0101574087063903	0.00947700812318712	"CP11g7978/CP1g682/CP3g3456/CP9g7739/CP14g9591/CP1g1086/CP13g9066/CP15g9721/CP2g2103/CP5g4944/CP3g3184/CP4g4298/CP1g1525/CP1g1189/CP1g1403/CP10g8494/CP2g2496/CP1g742/CP4g3611"	19
"ko00020"	"Citrate cycle (TCA cycle)"	"20/858"	"47/3833"	0.00151109750377945	0.0379933086664547	0.0354483023442998	"CP2g2275/CP12g8877/CP14g9537/CP16g10119/CP7g6796/CP14g9476/CP2g1798/CP3g2830/CP2g2291/CP9g7627/CP1g81/CP4g4524/CP1g1530/CP10g8412/CP4g4188/CP10g8482/CP13g9226/CP14g9675/CP15g9965/CP5g5149"	20
"ko04217"	"Necroptosis"	"14/858"	"29/3833"	0.00182333734711516	0.0427876497456358	0.0399214913894688	"CP1g1140/CP7g6795/CP13g9122/CP3g3392/CP3g3143/CP7g6693/CP3g2584/CP4g3943/CP5g5005/CP2g2085/CP4g3712/CP11g8039/CP3g3106/CP6g5912"	14
"ko04212"	"Longevity regulating pathway - worm"	"19/858"	"45/3833"	0.00219983352048517	0.0483963374506737	0.0451544775257482	"CP3g3031/CP2g2371/CP4g4323/CP12g8789/CP11g7887/CP12g8987/CP1g627/CP16g10088/CP4g3785/CP6g5547/CP14g9534/CP8g6394/CP1g1297/CP5g4696/CP1g1040/CP9g7351/CP13g9233/CP10g8498/CP11g7755"	19
"ko04940"	NA	"4/858"	"4/3833"	0.00249708165199172	0.0517042789118286	0.048240834391419	"CP11g7887/CP1g1040/CP10g8498/CP3g3412"	4
"ko05134"	NA	"12/858"	"24/3833"	0.00265849598073649	0.0519883658455136	0.04850589157835	"CP6g5813/CP9g7462/CP6g5812/CP11g7887/CP3g3018/CP4g4192/CP3g3101/CP9g7626/CP1g1040/CP10g8498/CP9g7576/CP2g1784"	12
"ko05016"	NA	"50/858"	"157/3833"	0.00332981945504259	0.0616892867460521	0.0575569900262209	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP1g207/CP7g6795/CP1g1273/CP14g9590/CP2g2387/CP5g4722/CP1g1296/CP14g9429/CP1g627/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP2g2282/CP4g3864/CP2g2291/CP5g5123/CP7g6827/CP1g1297/CP1g271/CP10g8435/CP1g1530/CP8g6196/CP6g5613/CP7g6694/CP1g1057/CP13g9014/CP2g1837/CP3g3234/CP14g9653/CP4g4129/CP8g6363/CP5g5147/CP2g2386/CP4g4065/CP6g5912/CP2g1989"	50
"ko05022"	NA	"56/858"	"182/3833"	0.00452525476047758	0.0796444837844055	0.0743094465931056	"CP1g1318/CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP3g3067/CP6g6064/CP3g2885/CP10g8501/CP1g719/CP7g6993/CP7g7212/CP1g207/CP7g6795/CP14g9590/CP2g2387/CP5g4722/CP1g1296/CP14g9429/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP4g3785/CP2g2282/CP6g5547/CP4g3864/CP2g2291/CP4g4192/CP1g271/CP10g8435/CP10g8367/CP1g1530/CP8g6196/CP6g5613/CP7g6694/CP3g3101/CP13g9014/CP4g4118/CP2g1837/CP14g9653/CP4g4129/CP8g6363/CP5g5147/CP14g9339/CP2g2386/CP4g4065/CP6g5912/CP2g1989"	56
"ko04723"	"Retrograde endocannabinoid signaling"	"18/858"	"45/3833"	0.00571058318004848	0.0957202513989078	0.0893083685300814	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP6g6064/CP7g6993/CP14g9590/CP5g4722/CP14g9429/CP5g4572/CP6g5851/CP1g442/CP5g4620/CP2g1838/CP2g2270/CP8g6196/CP13g9014/CP8g6363"	18
"ko00630"	"Glyoxylate and dicarboxylate metabolism"	"20/858"	"53/3833"	0.00787985606632795	0.126077697061247	0.117632301085853	"CP8g6511/CP3g3282/CP7g6693/CP3g3555/CP14g9476/CP3g2747/CP2g2023/CP5g4876/CP6g5547/CP9g7627/CP3g2924/CP3g3106/CP10g8508/CP3g2762/CP1g1152/CP10g8482/CP15g9803/CP14g9675/CP4g4413/CP5g5149"	20
"ko00620"	"Pyruvate metabolism"	"28/858"	"82/3833"	0.00923309494200335	0.141306496503703	0.131840989560872	"CP2g2275/CP3g3075/CP12g8877/CP6g6080/CP14g9537/CP14g9476/CP3g2830/CP3g2773/CP9g7627/CP3g3448/CP11g8059/CP6g5886/CP4g4524/CP4g3907/CP10g8560/CP4g4439/CP3g2759/CP3g2924/CP10g8482/CP15g9803/CP15g9884/CP14g9675/CP4g3959/CP15g9965/CP4g4413/CP13g9099/CP9g7414/CP14g9609"	28
"ko04112"	"Cell cycle - Caulobacter"	"7/858"	"13/3833"	0.013118746684808	0.192408284710517	0.17951969147632	"CP12g8789/CP12g8987/CP16g10088/CP8g6394/CP9g7351/CP13g9233/CP11g7755"	7
"ko00640"	"Propanoate metabolism"	"14/858"	"35/3833"	0.0141155365317774	0.198746754367426	0.185433574649034	"CP2g2099/CP6g6080/CP2g2098/CP2g2389/CP5g4861/CP9g7627/CP3g3448/CP11g8059/CP10g8560/CP10g8399/CP4g4402/CP13g9226/CP15g9884/CP4g4413"	14
"ko04973"	"Carbohydrate digestion and absorption"	"5/858"	"8/3833"	0.0169143692585097	0.228994537653669	0.213655190633806	"CP2g1650/CP15g9930/CP2g1952/CP3g3264/CP4g3695"	5
"ko00010"	"Glycolysis / Gluconeogenesis"	"30/858"	"95/3833"	0.0230237358185925	0.300161296597947	0.280054798261243	"CP2g2275/CP3g3075/CP11g7978/CP5g5070/CP12g8877/CP14g9537/CP6g5890/CP12g8974/CP9g7739/CP5g5012/CP3g2830/CP5g4996/CP2g2103/CP9g7627/CP5g4944/CP4g4524/CP4g4298/CP3g2759/CP1g1525/CP13g9017/CP10g8494/CP1g646/CP4g3959/CP11g7771/CP1g742/CP4g4413/CP13g9099/CP9g7414/CP14g9609/CP4g3611"	30
"ko00625"	"Chloroalkane and chloroalkene degradation"	"4/858"	"6/3833"	0.025330792316054	0.318444246258965	0.297113052729656	"CP3g2759/CP6g5806/CP13g9099/CP14g9609"	4
"ko00720"	"Carbon fixation pathways in prokaryotes"	"10/858"	"24/3833"	0.0267240330319029	0.320527748750664	0.299056990461146	"CP6g6080/CP3g3448/CP1g81/CP4g3907/CP10g8560/CP10g8412/CP15g9884/CP4g3959/CP15g9965/CP4g4413"	10
"ko05014"	NA	"54/858"	"190/3833"	0.0273177058594316	0.320527748750664	0.299056990461146	"CP1g1318/CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP1g207/CP14g9590/CP2g2387/CP14g9549/CP3g3219/CP5g4722/CP1g1296/CP14g9429/CP2g2366/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP5g4809/CP2g1838/CP2g1798/CP14g9558/CP4g3785/CP2g2282/CP6g5547/CP4g3864/CP2g2291/CP4g4192/CP1g271/CP10g8435/CP1g1530/CP8g6196/CP6g5613/CP7g6694/CP3g3101/CP13g9014/CP4g4118/CP2g1837/CP6g5705/CP14g9653/CP4g4129/CP8g6363/CP5g5147/CP14g9339/CP2g2386/CP4g4065/CP2g1989"	54
"ko04621"	"NOD-like receptor signaling pathway"	"19/858"	"56/3833"	0.0310938769916972	0.353065958099272	0.329415606839034	"CP4g4075/CP2g2196/CP3g2653/CP7g6795/CP3g3392/CP6g6147/CP4g4525/CP6g5577/CP4g3785/CP6g6142/CP3g3066/CP2g2085/CP10g8361/CP10g8438/CP15g9963/CP3g2916/CP12g8691/CP3g2643/CP7g6895"	19
"ko04260"	"Cardiac muscle contraction"	"6/858"	"12/3833"	0.0327600588928042	0.357430028953325	0.333487347588031	"CP2g1650/CP3g3239/CP1g271/CP7g6694/CP14g9653/CP2g2386"	6
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"15/858"	"42/3833"	0.0335090652143742	0.357430028953325	0.333487347588031	"CP11g8223/CP3g2761/CP7g6693/CP3g2747/CP4g3662/CP14g9617/CP1g159/CP1g53/CP2g1992/CP1g103/CP3g3106/CP3g2762/CP1g1152/CP4g4051/CP3g3412"	15
"ko04146"	"Peroxisome"	"26/858"	"83/3833"	0.0362117155082447	0.374897760555945	0.349784991906264	"CP1g960/CP6g5788/CP12g8964/CP4g4049/CP9g7228/CP6g5773/CP1g627/CP4g3726/CP3g2747/CP5g4861/CP6g5547/CP8g6559/CP1g81/CP8g6436/CP1g1297/CP3g2881/CP3g3299/CP10g8412/CP10g8399/CP8g6582/CP3g2762/CP1g1398/CP12g8799/CP6g5806/CP11g8167/CP1g491"	26
"ko04612"	"Antigen processing and presentation"	"9/858"	"22/3833"	0.0394502519169581	0.396756819279122	0.370179807461382	"CP3g3354/CP1g1312/CP9g7626/CP2g2033/CP2g2085/CP4g4118/CP1g1102/CP9g7576/CP2g1784"	9
"ko00730"	"Thiamine metabolism"	"8/858"	"19/3833"	0.0431187991052425	0.410211277974199	0.38273301055009	"CP5g5221/CP9g7459/CP9g7624/CP5g4690/CP5g5086/CP5g5302/CP4g4264/CP9g7509"	8
"ko04712"	"Circadian rhythm - plant"	"8/858"	"19/3833"	0.0431187991052425	0.410211277974199	0.38273301055009	"CP1g771/CP10g8501/CP8g6250/CP1g584/CP12g8917/CP6g5440/CP1g1440/CP3g2705"	8
"ko00680"	"Methane metabolism"	"14/858"	"40/3833"	0.0463887962326033	0.429706744049378	0.400922560237458	"CP11g7978/CP12g8974/CP9g7739/CP5g5012/CP3g2747/CP2g2103/CP5g4944/CP4g3907/CP3g2759/CP10g8494/CP3g2762/CP1g1390/CP4g4413/CP4g3611"	14
"ko00430"	"Taurine and hypotaurine metabolism"	"4/858"	"7/3833"	0.0487498720383556	0.42979622520436	0.401006047439474	"CP3g3394/CP2g2571/CP3g3412/CP1g395"	4
"ko05417"	NA	"18/858"	"55/3833"	0.0497150343578195	0.42979622520436	0.401006047439474	"CP1g1318/CP2g2196/CP7g7212/CP11g7887/CP1g627/CP4g4498/CP1g1297/CP10g8367/CP9g7626/CP2g2085/CP4g4118/CP1g1040/CP1g1102/CP3g2916/CP10g8498/CP9g7576/CP14g9339/CP2g1784"	18
"ko04711"	"Circadian rhythm - fly"	"2/858"	"2/3833"	0.0500614921402805	0.42979622520436	0.401006047439474	"CP3g3067/CP7g7212"	2
"ko01040"	"Biosynthesis of unsaturated fatty acids"	"9/858"	"23/3833"	0.0523559995752121	0.438793139297016	0.40940029743023	"CP3g3031/CP6g5487/CP6g5488/CP5g4861/CP1g174/CP3g3299/CP10g8399/CP11g7888/CP8g6188"	9
"ko00910"	"Nitrogen metabolism"	"11/858"	"31/3833"	0.0667445630854499	0.546374097815776	0.509774875952518	"CP7g6693/CP14g9661/CP14g9664/CP14g9663/CP6g5616/CP6g5615/CP3g3106/CP4g4051/CP4g3717/CP4g3716/CP2g2403"	11
"ko00500"	"Starch and sucrose metabolism"	"20/858"	"65/3833"	0.0722171989782035	0.577737591825628	0.539037466057404	"CP4g4159/CP1g869/CP2g1561/CP1g619/CP3g3143/CP1g1104/CP15g9930/CP4g3943/CP3g3415/CP4g3594/CP10g8323/CP2g1952/CP14g9350/CP7g6953/CP4g4298/CP3g3264/CP1g1455/CP1g549/CP2g2572/CP4g3695"	20
"ko05322"	NA	"4/858"	"8/3833"	0.0805853748182015	0.627345954594682	0.585322780602694	"CP4g4262/CP1g72/CP12g8814/CP3g2698"	4
"ko00053"	"Ascorbate and aldarate metabolism"	"11/858"	"32/3833"	0.0819827099754414	0.627345954594682	0.585322780602694	"CP5g5391/CP1g160/CP5g5228/CP9g7231/CP1g665/CP5g5124/CP4g4403/CP13g9099/CP9g7414/CP14g9420/CP14g9609"	11
"ko05152"	NA	"15/858"	"47/3833"	0.0842055619633198	0.630645910874225	0.588401687179301	"CP2g2196/CP11g7887/CP6g5990/CP1g1312/CP1g1065/CP2g1756/CP10g8367/CP5g4696/CP6g5754/CP1g1040/CP3g2916/CP10g8498/CP2g2367/CP14g9339/CP1g1068"	15
"ko00750"	"Vitamin B6 metabolism"	"6/858"	"15/3833"	0.0965393200411666	0.707955013635222	0.66053218975535	"CP4g4460/CP11g7834/CP11g7876/CP1g46/CP3g2768/CP5g5095"	6
"ko00270"	"Cysteine and methionine metabolism"	"18/858"	"60/3833"	0.104405620944144	0.750015889231404	0.699775590431214	"CP4g4017/CP8g6287/CP1g796/CP14g9476/CP6g5748/CP10g8460/CP1g92/CP1g103/CP4g4453/CP4g3692/CP3g3200/CP10g8482/CP14g9489/CP6g5789/CP14g9675/CP4g3693/CP3g3025/CP1g395"	18
"ko04390"	"Hippo signaling pathway"	"5/858"	"12/3833"	0.108174013620743	0.761545055890029	0.710532468414142	"CP4g4075/CP3g3067/CP7g7212/CP9g7683/CP3g3434"	5
"ko00330"	"Arginine and proline metabolism"	"14/858"	"45/3833"	0.11118544053814	0.767397550380888	0.715992929781211	"CP2g1757/CP4g3678/CP3g3091/CP11g8223/CP6g5569/CP2g2333/CP14g9617/CP1g103/CP11g8167/CP2g2201/CP14g9503/CP13g9099/CP14g9609/CP3g3123"	14
"ko00900"	"Terpenoid backbone biosynthesis"	"12/858"	"38/3833"	0.122645984511791	0.818002952125851	0.763208496002588	"CP11g7886/CP10g8444/CP8g6262/CP13g8997/CP9g7624/CP11g7749/CP1g900/CP1g511/CP10g8425/CP1g217/CP6g6072/CP6g6074"	12
"ko00903"	"Limonene and pinene degradation"	"2/858"	"3/3833"	0.127812961269664	0.818002952125851	0.763208496002588	"CP13g9099/CP14g9609"	2
"ko00966"	"Glucosinolate biosynthesis"	"2/858"	"3/3833"	0.127812961269664	0.818002952125851	0.763208496002588	"CP1g92/CP10g8611"	2
"ko00981"	"Insect hormone biosynthesis"	"2/858"	"3/3833"	0.127812961269664	0.818002952125851	0.763208496002588	"CP13g9099/CP14g9609"	2
"ko04011"	"MAPK signaling pathway - yeast"	"7/858"	"20/3833"	0.139107489132548	0.861823178023185	0.804093395763258	"CP4g4075/CP3g3202/CP6g5547/CP3g2574/CP2g1542/CP6g5810/CP2g1541"	7
"ko04145"	"Phagosome"	"11/858"	"35/3833"	0.139556594168527	0.861823178023185	0.804093395763258	"CP3g3354/CP1g207/CP6g5990/CP4g3864/CP5g5064/CP1g1065/CP2g1756/CP2g2033/CP6g5754/CP6g5986/CP1g1068"	11
"ko00380"	"Tryptophan metabolism"	"9/858"	"28/3833"	0.154522201606367	0.918620781478177	0.857086375063371	"CP2g2099/CP2g2098/CP16g10119/CP4g4088/CP6g5547/CP9g7627/CP10g8587/CP13g9099/CP14g9609"	9
"ko00071"	"Fatty acid degradation"	"10/858"	"32/3833"	0.159192805881161	0.918620781478177	0.857086375063371	"CP2g2099/CP6g5773/CP2g2098/CP5g4861/CP3g2881/CP3g2759/CP3g3299/CP10g8399/CP13g9099/CP14g9609"	10
"ko00280"	"Valine, leucine and isoleucine degradation"	"10/858"	"32/3833"	0.159192805881161	0.918620781478177	0.857086375063371	"CP2g2099/CP2g2098/CP2g2389/CP9g7627/CP1g92/CP3g3299/CP1g511/CP4g4402/CP13g9099/CP14g9609"	10
"ko00920"	"Sulfur metabolism"	"10/858"	"32/3833"	0.159192805881161	0.918620781478177	0.857086375063371	"CP4g4017/CP7g6996/CP1g553/CP2g1817/CP13g9329/CP3g2722/CP12g8821/CP10g8460/CP2g2174/CP1g1433"	10
"ko04122"	"Sulfur relay system"	"4/858"	"10/3833"	0.166242384126607	0.93788781896034	0.875062797594576	"CP10g8460/CP9g7509/CP8g6288/CP3g3324"	4
"ko05418"	NA	"17/858"	"60/3833"	0.16818935991941	0.93788781896034	0.875062797594576	"CP2g2371/CP3g2653/CP4g4323/CP6g6147/CP4g3673/CP4g4525/CP6g6142/CP10g8367/CP3g3066/CP2g2033/CP2g2085/CP10g8361/CP10g8438/CP15g9963/CP12g8691/CP3g2643/CP7g6895"	17
"ko00590"	"Arachidonic acid metabolism"	"7/858"	"21/3833"	0.170525057992789	0.93788781896034	0.875062797594576	"CP14g9588/CP10g8292/CP8g6457/CP2g2571/CP11g7824/CP6g5806/CP2g1989"	7
"ko04137"	"Mitophagy - animal"	"8/858"	"25/3833"	0.177436636770975	0.960887632975126	0.896521954211242	"CP3g2885/CP10g8501/CP1g719/CP2g2361/CP4g3785/CP4g4100/CP1g1065/CP1g1068"	8
"ko00051"	"Fructose and mannose metabolism"	"12/858"	"41/3833"	0.188484808722958	0.989788244382982	0.923486639496083	"CP2g1904/CP11g7978/CP6g5890/CP9g7739/CP2g2103/CP10g8323/CP5g4944/CP13g9017/CP10g8494/CP11g7823/CP1g742/CP4g3611"	12
"ko01521"	NA	"3/858"	"7/3833"	0.191209092664894	0.989788244382982	0.923486639496083	"CP3g2793/CP7g7212/CP11g7938"	3
"ko04391"	"Hippo signaling pathway - fly"	"3/858"	"7/3833"	0.191209092664894	0.989788244382982	0.923486639496083	"CP4g4075/CP3g3067/CP3g3434"	3
"ko00600"	"Sphingolipid metabolism"	"8/858"	"26/3833"	0.209120710406747	0.999993806892627	0.933008575808911	"CP9g7630/CP14g9616/CP11g7879/CP11g7804/CP7g7084/CP11g7880/CP6g5831/CP2g2367"	8
"ko00220"	"Arginine biosynthesis"	"10/858"	"34/3833"	0.213130891137967	0.999993806892627	0.933008575808911	"CP3g2874/CP3g3175/CP3g2761/CP7g6693/CP1g103/CP3g3106/CP1g1152/CP4g4051/CP14g9669/CP5g4594"	10
"ko00311"	"Penicillin and cephalosporin biosynthesis"	"1/858"	"1/3833"	0.223845551787112	0.999993806892627	0.933008575808911	"CP11g8167"	1
"ko00472"	"D-Arginine and D-ornithine metabolism"	"1/858"	"1/3833"	0.223845551787112	0.999993806892627	0.933008575808911	"CP11g8167"	1
"ko00523"	"Polyketide sugar unit biosynthesis"	"1/858"	"1/3833"	0.223845551787112	0.999993806892627	0.933008575808911	"CP15g9775"	1
